Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
yljly0,45-54 years old,More than 4,"At a cafe, At home, At the office",True,True,False,True,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oAKBJe,45-54 years old,3,At home,True,False,False,False,False,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other",True,False,False,False,True,False,False,False,False,True,aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Full caffeine,6.0,1.0,1.0,5.0,,3.0,3.0,4.0,,3.0,3.0,4.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,No,$4-$6,$4-$6,Yes,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Republican
eBKAGk,25-34 years old,3,"At the office, At home, At a cafe",True,True,False,True,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",True,True,False,True,False,,"Whole milk, Oat milk",True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,5.0,3.0,4.0,5.0,"Caramel, nutty, bright, almost like fruit juice",4.0,2.0,3.0,"Nuts, chocolate",4.0,3.0,2.0,No clear notes for me on this one.,2.0,5.0,4.0,"Cherry, Juicy, Grapefruit",Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,,Master's degree,Other (please specify),White + Asian,Employed full-time,,No affiliation
KMv6KK,25-34 years old,3,"On the go, At the office, At home",True,True,True,False,False,Cold brew,False,False,False,False,False,False,False,True,False,False,,"National chain (e.g. Starbucks, Dunkin)",True,False,False,False,False,False,,Cold brew,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,6.0,4.0,4.0,3.0,,3.0,3.0,5.0,,3.0,3.0,2.0,,1.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,No,$6-$8,$6-$8,No,$20-$50,Yes,Male,,Bachelor's degree,White/Caucasian,,Student,,Independent
vNE2Zl,25-34 years old,2,"At home, At the office",True,True,False,False,False,"Pour over, Coffee extract (e.g. Cometeer), Other, Espresso",True,False,True,False,False,False,False,False,True,True,"aeropress, immersion dripper (hario switch)",,,,,,,,,Pourover,,"No - just black, Other",True,False,False,False,True,"if it's not a good brew, I'll add a splash of oat milk and a little bit of honey",,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Half caff,5.0,1.0,3.0,5.0,"Berry, vibrant, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMvLNM,35-44 years old,2,"At the office, At home, At a cafe",True,True,False,True,False,"Pour over, Espresso, Cold brew",True,False,True,False,False,False,False,True,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Light,Full caffeine,7.0,2.0,3.0,2.0,"light bodied, some floral and citrus notes ",3.0,2.0,4.0,"medium body, chocolate, some syrup, date, carmelization",3.0,1.0,5.0,,3.0,4.0,4.0,,Coffee C,Coffee D,Coffee C,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$15-$20,$10-$15,Yes,$300-$500,Yes,Male,,Doctorate or professional degree,Hispanic/Latino,,Employed full-time,1,Independent
lNKWjB,25-34 years old,2,"On the go, At home, At the office",True,True,True,False,False,"Espresso, Other",False,False,True,False,False,False,False,False,False,True,Aeropress,"Specialty coffee shop, Local cafe",False,True,False,True,False,False,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,5.0,"Fruity, Cherry",3.0,3.0,3.0,"Nutty, Hazelnut?",4.0,1.0,3.0,Chocolatey,1.0,4.0,5.0,Fermenty fruit,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
PAvXE5,18-24 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Light,Full caffeine,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dpvKG,45-54 years old,1,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,6.0,2.0,4.0,4.0,"Caramels, rich, some butterscotch, some tang",3.0,2.0,2.0,"Brown, thin, watery",3.0,2.0,2.0,"Earthy, tea, thin",2.0,4.0,4.0,"Fruit, berry, sweet",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,"More than $1,000",Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat
0E1vgN,45-54 years old,2,"At home, On the go, At the office, At a cafe",True,True,True,True,False,Pod/capsule machine (e.g. Keurig/Nespresso),False,False,False,False,True,False,False,False,False,False,,"National chain (e.g. Starbucks, Dunkin)",True,False,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,"Artificial Sweeteners (e.g., Splenda)",False,True,False,False,False,False,False,False,,,,,,,,,Bright,Somewhat light,Blonde,Full caffeine,4.0,2.0,1.0,4.0,,1.0,2.0,3.0,,5.0,3.0,4.0,,4.0,3.0,2.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,No,$6-$8,Less than $2,No,$500-$1000,No,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
OAdJzR,25-34 years old,1,"At the office, At home, On the go",True,True,True,False,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Espresso",False,False,True,False,True,False,False,False,False,False,,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",True,True,False,True,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,"Whole milk, Almond milk",True,False,False,False,False,False,True,False,False,Granulated Sugar,True,False,False,False,False,False,False,False,,,,,,,,,Nutty,Medium,Medium,Half caff,2.0,2.0,5.0,3.0,,3.0,3.0,5.0,,4.0,2.0,3.0,,1.0,5.0,4.0,,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,No,$6-$8,$6-$8,Yes,Less than $20,Yes,Female,,Master's degree,White/Caucasian,,Employed full-time,1,No affiliation
pLRWYb,25-34 years old,1,"At the office, At home, At a cafe",True,True,False,True,False,"Pour over, Other, Cold brew",True,False,False,False,False,False,False,True,False,True,Aeropress,,,,,,,,,Other,Flat White,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Floral,Medium,Light,Full caffeine,7.0,2.0,5.0,1.0,"Savory/umami, soy sauce, tea-like",4.0,2.0,4.0,"Toffee, caramel, nutty, dark chocolate",3.0,2.0,4.0,"Unoffensive, roasty, diner coffee",2.0,3.0,5.0,"Fermented, funky, berry",Coffee B,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
5d8GLd,25-34 years old,1,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Very strong,Medium,Full caffeine,5.0,2.0,3.0,5.0,"Peas, raspberries",3.0,1.0,4.0,"Tea, Smokey, cocoa ",2.0,3.0,3.0,,2.0,4.0,5.0,"Chocolate, blueberry",Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$2-$4,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
1rDJYl,45-54 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,,5.0,4.0,3.0,2.0,,4.0,4.0,2.0,,3.0,4.0,3.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241vE9,25-34 years old,3,"At home, At the office",True,True,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Somewhat strong,Light,Full caffeine,10.0,2.0,3.0,2.0,"chocolate, red fruit, ",4.0,3.0,3.0,"baked apples, classic, spiced nuts",3.0,2.0,4.0,"grassy, wheat, neutral",3.0,4.0,5.0,"fermented, overripe fruit, papaya",Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
rlGraX,25-34 years old,1,At home,True,False,False,False,False,"Pour over, Coffee extract (e.g. Cometeer)",True,False,False,False,False,False,False,False,True,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,5.0,3.0,2.0,4.0,,4.0,2.0,3.0,,2.0,3.0,3.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$10-$15,More than $20,No,$300-$500,Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
KMvJZX,25-34 years old,1,At home,True,False,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,4.0,"Light, bright lemon notes with berry; medium acidity. Light-medium roast, good mouthfeel, medium clarity. ",2.0,1.0,2.0,"Subtle notes of caramel, cardamom, and almond. Medium-dark roast, light body, low clarity. ",3.0,3.0,1.0,"Rich honey flavor paired with baker’s chocolate and marzipan. Medium roast, medium body, medium clarity. ",1.0,2.0,5.0,"Strong notes of guava, lime, and subtle notes of strawberry. Light roast, light body but with good mouthfeel. High clarity. ",Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"I need the ritual, It tastes good, I need the caffeine",True,True,True,False,False,,Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
BGADYN,35-44 years old,2,At home,True,False,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,8.0,1.0,4.0,4.0,"Nice acidity, low bitterness, a little funkyness. My type of coffee.",2.0,1.0,2.0,most balanced coffee of the day. Tiered for the less adventurous coffee drinker,3.0,2.0,2.0,"Best of the balanced coffees (B & C). Still a little less adventurous for my taste, but not bad.",1.0,5.0,4.0,"This is a wild coffee. Lots of acidity and funkyness. This is one of those coffees, you either love it or hate it.",Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,$6-$8,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
g5YNYd,25-34 years old,1,At home,True,False,False,False,False,"Pour over, French press",True,True,False,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Medium,Medium,Full caffeine,8.0,2.0,3.0,3.0,"Roasty, cherry",3.0,1.0,2.0,Thin,4.0,2.0,3.0,"Nutty, balanced, smooth",2.0,4.0,4.0,"Fruity, juicy, drying",Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$15-$20,$10-$15,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
YZpzy0,35-44 years old,2,"At the office, At home",True,True,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,6.0,1.0,3.0,2.0,,2.0,1.0,4.0,,2.0,2.0,3.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,$80-$100,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,"More than $1,000",Yes,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,1,No affiliation
OAdBMa,35-44 years old,2,"At the office, On the go, At home, At a cafe",True,True,True,True,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), French press, Other",True,True,False,True,False,False,False,False,False,True,AeroPress,"Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin)",True,True,False,True,False,False,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,6.0,3.0,3.0,3.0,"blueberry, chocolate",4.0,4.0,3.0,"dark chocolate, dry nut",2.0,4.0,4.0,coconut,2.0,4.0,5.0,Red Fruit,Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
dYK2oV,45-54 years old,1,At home,True,False,False,False,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7.0,1.0,3.0,4.0,,3.0,2.0,2.0,,2.0,2.0,1.0,,1.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,,Master's degree,Hispanic/Latino,,Employed full-time,2,Democrat
vNE0Dd,35-44 years old,2,"At the office, At home, On the go",True,True,True,False,False,Other,False,False,False,False,False,False,False,False,False,True,AeroPress,Other,False,False,False,False,False,True,BYOC,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2XkXd,45-54 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,Skim milk,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,3.0,3.0,3.0,Didn't get much from it. Kind of middle of the road. Improved in the tasting.,4.0,3.0,2.0,Just came off as unbalanced and not something I would enjoy.,2.0,2.0,3.0,Very bland for my taste. Undecided between a 2 and 3 but ultimately felt it wasn't very either way.,2.0,4.0,4.0,Very strong blueberry notes. Not usually what I would drink but very enjoyable.,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,Yes,$8-$10,$15-$20,No,"More than $1,000",Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
vNE0Y8,25-34 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Somewhat strong,Medium,Full caffeine,9.0,1.0,5.0,1.0,"It was watery, no body. Very very acidic. ",1.0,5.0,2.0,"Very acidic, no body, watery. ",1.0,4.0,3.0,"Compared to A and B, this is what I could drink full cup. Not my favorite though. ",2.0,3.0,2.0,Not for me. ,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$6-$8,Less than $2,No,$300-$500,Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
DVAXPb,35-44 years old,1,"At home, At the office",True,True,False,False,False,"French press, Cold brew",False,True,False,False,False,False,False,True,False,False,,,,,,,,,,Cold brew,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Half caff,4.0,4.0,3.0,3.0,Nothing in particular stood out to me. It was fine? This is in line with mid restaurant coffee.,3.0,4.0,2.0,"Rounder than A, with better body. Muddy, though, and less than the sum of its parts.",4.0,3.0,4.0,I liked this more as I drank it than I would have expected after the first sip.,1.0,2.0,4.0,The surprise blueberry note on the front of each sip set this coffee apart. It added something fun to what would otherwise have been fine but unremarkable.,Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, It makes me go to the bathroom",True,False,False,True,False,,Yes,No,$6-$8,$6-$8,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
EPv8WN,35-44 years old,2,At home,True,False,False,False,False,"Pour over, Other, French press",True,True,False,False,False,False,False,False,False,True,"Aeropress, Moca Pot",,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Light,Full caffeine,4.0,3.0,2.0,2.0,,4.0,2.0,4.0,,4.0,2.0,3.0,,4.0,3.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$8-$10,$6-$8,No,$500-$1000,No,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent
YZpVlq,35-44 years old,2,At home,True,False,False,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,3.0,2.0,3.0,4.0,,3.0,2.0,3.0,,4.0,2.0,5.0,,5.0,2.0,4.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, It makes me go to the bathroom",True,False,False,True,False,,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,1,Republican
jB5MEY,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,"Acid! Pineapple? Really bright acidity, kind of a cacao acidity behind the fruit? Guessed washed Rwandan!",3.0,3.0,3.0,"Chocolate, brown sugar, a bit of citrus. Guessed Costa Rica/Central America.",4.0,2.0,3.0,"Balanced, dark? Not a ton jumps out. Guessed a blend of Colombia and Central America",2.0,4.0,5.0,"Loved this weird one! Funky, fermenty, fruit acid (dark fruit, blackberry). Guessed Ethiopia",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
42AA2k,25-34 years old,3,"At the office, At home, At a cafe",True,True,False,True,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",True,False,False,True,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,6.0,2.0,4.0,4.0,"Citrusy, fruity, plum",4.0,2.0,2.0,"chocolate, earthy, cola",4.0,1.0,1.0,"nutty, chocolate",2.0,5.0,4.0,"citrusy, acidic, fruity, lemon",Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
DVAAYl,25-34 years old,1,"At the office, At home",True,True,False,False,False,"Espresso, Other",False,False,True,False,False,False,False,False,False,True,Moka Pot,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Other",False,True,True,False,True,Cinnamon,,,,,,,,,,,"Honey, Granulated Sugar",True,False,True,False,False,False,False,False,,,,,,,,,Chocolatey,,Medium,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g5YW51,18-24 years old,1,At home,True,False,False,False,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,AeroPress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,5.0,2.0,3.0,4.0,"Sour apple, grape",3.0,2.0,3.0,Chocolate,4.0,2.0,1.0,Chocolate,1.0,4.0,5.0,"Sweet berries, fruity",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$2-$4,$8-$10,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
